City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
230,Caravelas,BR,-17.7125,-39.2481,72.57,89,98,4.65,overcast clouds,2022-06-13 00:51:09
231,Lavrentiya,RU,65.5833,-171.0,39.96,64,100,3.8,overcast clouds,2022-06-13 00:51:10
232,College,US,64.8569,-147.8028,69.1,43,100,3.44,smoke,2022-06-13 00:46:45
233,Camacha,PT,33.0833,-16.3333,63.82,72,40,5.75,scattered clouds,2022-06-13 00:51:10
234,Nanortalik,GL,60.1432,-45.2371,36.45,93,85,10.6,overcast clouds,2022-06-13 00:51:10
235,Koppal,IN,15.35,76.15,75.09,76,99,13.22,overcast clouds,2022-06-13 00:51:11
236,Pevek,RU,69.7008,170.3133,39.27,61,89,11.18,overcast clouds,2022-06-13 00:51:11
237,Mbini,GQ,1.574,9.6134,76.05,88,100,4.59,overcast clouds,2022-06-13 00:51:11
238,Souillac,MU,-20.5167,57.5167,71.98,88,75,14.97,light rain,2022-06-13 00:51:11
239,Anadyr,RU,64.75,177.4833,59.5,41,0,4.47,clear sky,2022-06-13 00:51:12
240,Tombouctou,ML,20.0,-3.0,86.81,29,77,8.59,broken clouds,2022-06-13 00:51:12
241,Neryungri,RU,56.6709,124.6491,49.51,92,100,3.09,moderate rain,2022-06-13 00:51:12
242,Christchurch,NZ,-43.5333,172.6333,47.41,77,75,14.97,broken clouds,2022-06-13 00:50:04
243,Marzuq,YE,14.4,46.4667,79.27,19,100,3.76,overcast clouds,2022-06-13 00:51:13
244,Bundaberg,AU,-24.85,152.35,61.7,52,2,6.93,clear sky,2022-06-13 00:51:13
245,Rawlins,US,41.7911,-107.2387,89.49,9,0,32.21,clear sky,2022-06-13 00:51:13
246,Beitbridge,ZW,-22.2167,30.0,56.23,54,0,2.51,clear sky,2022-06-13 00:51:14
247,San Rafael,AR,-34.6177,-68.3301,52.39,38,98,8.19,overcast clouds,2022-06-13 00:51:14
248,Namatanai,PG,-3.6667,152.4333,83.37,69,31,8.03,moderate rain,2022-06-13 00:51:14
249,Basco,PH,20.4487,121.9702,85.03,79,56,15.61,broken clouds,2022-06-13 00:51:15
250,Kruisfontein,ZA,-34.0033,24.7314,63.14,46,100,2.21,overcast clouds,2022-06-13 00:51:15
251,Wangkui,CN,46.8333,126.5,62.22,91,100,12.66,overcast clouds,2022-06-13 00:51:15
252,Arkadelphia,US,34.1209,-93.0538,92.37,73,20,6.91,few clouds,2022-06-13 00:46:46
253,Rudbar,AF,30.15,62.6,82.98,28,0,2.73,clear sky,2022-06-13 00:51:15
254,Springdale,US,36.1867,-94.1288,91.53,66,0,12.66,clear sky,2022-06-13 00:51:02
255,Saint-Augustin,CA,51.226,-58.6502,56.07,69,93,4.5,overcast clouds,2022-06-13 00:51:16
256,Cayenne,GF,4.9333,-52.3333,82.09,1,20,0.0,few clouds,2022-06-13 00:51:16
257,Konch,IN,25.9833,79.15,94.12,37,20,9.44,few clouds,2022-06-13 00:51:17
258,Tiarei,PF,-17.5333,-149.3333,84.22,69,3,20.07,clear sky,2022-06-13 00:51:17
259,Khandyga,RU,62.6667,135.6,59.85,65,100,5.12,overcast clouds,2022-06-13 00:51:17
260,La Ronge,CA,55.1001,-105.2842,64.65,63,75,2.3,broken clouds,2022-06-13 00:51:18
261,Tumaco,CO,1.7986,-78.8156,77.43,83,100,7.29,overcast clouds,2022-06-13 00:51:18
262,Ambulu,ID,-8.345,113.6058,79.14,83,98,1.95,overcast clouds,2022-06-13 00:51:18
263,Balabac,PH,7.9868,117.0645,84.76,63,100,3.78,overcast clouds,2022-06-13 00:51:19
264,Peleduy,RU,59.6289,112.7406,63.73,41,100,1.36,overcast clouds,2022-06-13 00:51:19
265,Khetia,IN,21.6667,74.5833,80.8,76,61,6.58,broken clouds,2022-06-13 00:51:19
266,Pychas,RU,56.5033,52.4409,45.1,94,7,5.14,clear sky,2022-06-13 00:51:20
267,Hambantota,LK,6.1241,81.1185,77.34,100,20,3.44,few clouds,2022-06-13 00:51:20
268,Fairbanks,US,64.8378,-147.7164,69.1,43,20,3.44,haze,2022-06-13 00:50:17
269,Atambua,ID,-9.1061,124.8925,78.26,58,62,5.46,broken clouds,2022-06-13 00:51:20
270,Malakal,SS,9.5334,31.6605,81.28,55,100,2.86,overcast clouds,2022-06-13 00:51:21
271,Prince Rupert,CA,54.3161,-130.3201,53.69,81,100,10.36,overcast clouds,2022-06-13 00:51:21
272,Pecanha,BR,-18.5486,-42.5569,62.58,75,25,0.4,scattered clouds,2022-06-13 00:51:21
273,Leningradskiy,RU,69.3833,178.4167,36.03,82,97,10.0,overcast clouds,2022-06-13 00:51:22
274,Hamilton,US,39.1834,-84.5333,80.55,83,0,5.75,clear sky,2022-06-13 00:51:22
275,Hualmay,PE,-11.0964,-77.6139,63.32,79,19,11.54,few clouds,2022-06-13 00:51:22
276,Foam Lake,CA,51.65,-103.5343,69.82,68,96,5.7,overcast clouds,2022-06-13 00:51:23
277,Ostersund,SE,63.1792,14.6357,49.6,100,75,17.0,drizzle,2022-06-13 00:51:23
278,Cabedelo,BR,-6.9811,-34.8339,75.87,81,9,8.3,clear sky,2022-06-13 00:51:23
279,Araouane,ML,18.9048,-3.5265,86.68,30,4,10.18,clear sky,2022-06-13 00:51:23
280,Sao Sebastiao,BR,-23.76,-45.4097,58.55,66,100,5.26,overcast clouds,2022-06-13 00:51:24
281,Belmonte,BR,-15.8631,-38.8828,74.01,79,100,4.38,overcast clouds,2022-06-13 00:51:24
282,Nova Olimpia,BR,-14.7972,-57.2881,58.69,78,10,2.71,clear sky,2022-06-13 00:51:24
283,Sumenep,ID,-7.0167,113.8667,82.56,77,100,8.55,overcast clouds,2022-06-13 00:51:25
284,Byron Bay,AU,-28.65,153.6167,63.95,62,58,7.76,broken clouds,2022-06-13 00:51:25
285,Sept-Iles,CA,50.2001,-66.3821,59.52,70,75,2.3,broken clouds,2022-06-13 00:51:25
286,Norman Wells,CA,65.282,-126.8329,41.04,93,100,14.97,light intensity shower rain,2022-06-13 00:51:25
287,Walvis Bay,NA,-22.9575,14.5053,61.09,62,0,3.44,clear sky,2022-06-13 00:51:26
288,Arman,RU,59.7,150.1667,52.02,79,72,6.33,broken clouds,2022-06-13 00:51:26
289,Tanete,ID,-3.9443,119.7848,78.64,89,100,1.43,light rain,2022-06-13 00:51:26
290,Hilo,US,19.7297,-155.09,90.28,65,100,9.22,overcast clouds,2022-06-13 00:50:51
291,Tiksi,RU,71.6872,128.8694,45.46,68,95,5.26,overcast clouds,2022-06-13 00:51:27
292,Oktyabrskiy,RU,54.4815,53.471,47.57,92,98,3.96,overcast clouds,2022-06-13 00:51:27
293,Batagay-Alyta,RU,67.8006,130.4114,65.17,31,100,18.1,overcast clouds,2022-06-13 00:51:27
294,Sindal,DK,57.4712,10.2031,53.33,91,97,10.98,overcast clouds,2022-06-13 00:51:28
295,Lima,PE,-12.0432,-77.0282,61.9,82,100,10.36,overcast clouds,2022-06-13 00:51:28
296,Mandapam,IN,9.2833,79.1167,83.71,68,100,6.06,overcast clouds,2022-06-13 00:51:28
297,Manadhoo,MV,5.7667,73.3833,82.83,76,100,8.81,overcast clouds,2022-06-13 00:51:28
298,Hami,CN,42.8,93.45,86.81,6,0,9.37,clear sky,2022-06-13 00:51:29
299,Wajima,JP,37.4,136.9,66.88,72,75,9.22,broken clouds,2022-06-13 00:51:29
300,Maniitsoq,GL,65.4167,-52.9,34.02,85,98,29.24,snow,2022-06-13 00:51:29
301,Clyde River,CA,70.4692,-68.5914,37.63,60,75,3.44,broken clouds,2022-06-13 00:51:30
302,Isheyevka,RU,54.4167,48.2667,44.11,90,4,4.05,clear sky,2022-06-13 00:51:30
303,Labytnangi,RU,66.6572,66.4183,48.09,55,100,13.49,overcast clouds,2022-06-13 00:51:30
304,Urubicha,BO,-15.3833,-62.95,54.34,49,0,2.8,clear sky,2022-06-13 00:51:31
305,Flinders,AU,-34.5833,150.8552,58.17,60,3,4.0,clear sky,2022-06-13 00:51:31
306,Gushikawa,JP,26.3544,127.8686,84.2,90,75,19.57,broken clouds,2022-06-13 00:51:31
307,Markivka,UA,49.5229,39.5705,61.9,78,100,3.69,overcast clouds,2022-06-13 00:51:31
308,Cadillac,US,44.2519,-85.4012,62.51,51,0,3.44,clear sky,2022-06-13 00:51:32
309,Tibati,CM,6.4667,12.6333,64.54,98,100,2.01,overcast clouds,2022-06-13 00:51:32
310,Apatity,RU,67.5641,33.4031,53.51,83,100,2.24,light rain,2022-06-13 00:51:32
311,Estelle,US,29.8458,-90.1067,89.01,71,66,8.01,broken clouds,2022-06-13 00:51:33
312,Qianan,CN,44.9932,124.0581,66.83,76,100,17.94,moderate rain,2022-06-13 00:51:33
313,San Andres,CO,12.5847,-81.7006,82.42,83,75,6.91,broken clouds,2022-06-13 00:51:33
314,Kaspiyskiy,RU,45.3929,47.3707,69.78,57,54,3.09,broken clouds,2022-06-13 00:51:34
315,Tomatlan,MX,19.9333,-105.25,84.9,64,73,7.94,broken clouds,2022-06-13 00:51:34
316,Sisimiut,GL,66.9395,-53.6735,32.86,76,100,21.21,overcast clouds,2022-06-13 00:51:34
317,Yining,CN,29.0361,114.5636,69.87,97,100,0.72,overcast clouds,2022-06-13 00:51:34
318,Saldanha,ZA,-33.0117,17.9442,57.25,91,100,15.84,light rain,2022-06-13 00:51:35
319,Tabou,CI,4.423,-7.3528,77.41,79,100,8.9,overcast clouds,2022-06-13 00:51:35
320,Madang,PG,-5.2246,145.7966,84.54,65,9,5.7,clear sky,2022-06-13 00:51:35
321,Rabo De Peixe,PT,37.8,-25.5833,62.28,95,20,8.05,few clouds,2022-06-13 00:51:36
322,Santa Maria,BR,-29.6842,-53.8069,42.1,87,0,0.0,clear sky,2022-06-13 00:47:03
323,Awbari,LY,26.5921,12.7805,77.81,26,60,7.43,broken clouds,2022-06-13 00:51:36
324,Geraldton,AU,-28.7667,114.6,61.21,82,40,4.61,scattered clouds,2022-06-13 00:51:36
325,Ilesha,NG,7.1371,5.2583,70.74,99,96,1.03,overcast clouds,2022-06-13 00:51:37
326,Erzurum,TR,40.0,41.5,51.48,93,1,6.67,clear sky,2022-06-13 00:51:37
327,Fallon,US,39.4735,-118.7774,82.27,18,40,34.52,dust,2022-06-13 00:51:37
328,Poum,NC,-20.2333,164.0167,75.72,79,100,5.46,overcast clouds,2022-06-13 00:51:37
329,Palmer,US,42.1584,-72.3287,69.35,77,100,9.22,overcast clouds,2022-06-13 00:51:38
330,Rudnogorsk,RU,57.2639,103.7519,67.06,46,96,4.52,overcast clouds,2022-06-13 00:51:38
331,Straubing,DE,48.8833,12.5667,65.57,79,100,7.49,moderate rain,2022-06-13 00:51:38
332,Mitsamiouli,KM,-11.3847,43.2844,76.71,69,7,4.59,clear sky,2022-06-13 00:51:39
333,Santa Rosa,PH,14.3122,121.1114,89.58,75,91,5.14,overcast clouds,2022-06-13 00:51:39
334,Nara,JP,34.6851,135.8049,74.5,38,100,4.41,overcast clouds,2022-06-13 00:51:39
335,North Myrtle Beach,US,33.816,-78.68,80.69,88,0,19.57,clear sky,2022-06-13 00:48:27
336,Maceio,BR,-9.6658,-35.7353,72.84,94,20,3.44,few clouds,2022-06-13 00:51:39
337,Morondava,MG,-20.2833,44.2833,68.83,61,0,12.19,clear sky,2022-06-13 00:51:40
338,Cangzhou,CN,38.3167,116.8667,82.0,45,36,10.27,scattered clouds,2022-06-13 00:51:40
339,Lapeer,US,43.0514,-83.3188,70.29,77,0,3.44,clear sky,2022-06-13 00:51:40
340,Ancud,CL,-41.8697,-73.8203,51.22,88,100,14.72,light rain,2022-06-13 00:51:41
341,Mednogorskiy,RU,43.9178,41.1825,57.99,91,100,4.27,overcast clouds,2022-06-13 00:51:41
342,Barcelos,PT,41.5388,-8.6151,74.84,77,6,3.24,clear sky,2022-06-13 00:51:41
343,Mogwase,ZA,-25.185,27.2665,48.13,58,0,2.44,clear sky,2022-06-13 00:51:41
344,Minsk,BY,53.9,27.5667,55.15,92,17,7.16,few clouds,2022-06-13 00:50:58
345,Barranca,PE,-10.75,-77.7667,62.2,82,16,10.49,few clouds,2022-06-13 00:51:42
346,Broome,US,42.2506,-75.833,67.69,87,100,1.99,overcast clouds,2022-06-13 00:51:42
347,Rey Bouba,CM,8.6724,14.1786,76.53,76,100,1.07,overcast clouds,2022-06-13 00:51:43
348,Chatra,IN,24.2167,84.8667,91.26,25,18,9.08,few clouds,2022-06-13 00:51:43
349,Abha,SA,18.2164,42.5053,66.45,42,0,0.0,clear sky,2022-06-13 00:51:43
350,Klyuchi,RU,52.2667,79.1667,72.79,41,100,5.66,overcast clouds,2022-06-13 00:51:43
351,Da Nang,VN,16.0678,108.2208,87.78,62,0,4.61,clear sky,2022-06-13 00:51:44
352,Pangkalanbuun,ID,-2.6833,111.6167,79.61,83,100,2.59,overcast clouds,2022-06-13 00:51:44
353,Koregaon,IN,18.65,74.0833,75.11,81,32,5.39,scattered clouds,2022-06-13 00:51:44
354,Vostochnyy,RU,55.8167,37.8667,59.38,76,9,4.99,clear sky,2022-06-13 00:51:45
355,Samoylovka,RU,51.184,43.7081,53.01,83,0,7.27,clear sky,2022-06-13 00:51:45
356,Aklavik,CA,68.2191,-135.0107,42.93,71,100,12.93,overcast clouds,2022-06-13 00:51:45
357,Sarahan,IN,31.5167,77.8,63.46,50,12,4.12,few clouds,2022-06-13 00:51:45
358,Pionerskiy,RU,54.9508,20.2275,52.75,79,100,8.23,overcast clouds,2022-06-13 00:51:46
359,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,93,100,6.91,overcast clouds,2022-06-13 00:51:46
360,Ruidoso,US,33.3317,-105.673,86.86,15,0,17.27,clear sky,2022-06-13 00:48:07
361,Naples,IT,40.8333,14.25,74.61,52,0,3.44,clear sky,2022-06-13 00:51:46
362,Beloha,MG,-25.1667,45.05,60.19,72,0,9.69,clear sky,2022-06-13 00:51:47
363,Klaksvik,FO,62.2266,-6.589,47.32,95,98,14.74,overcast clouds,2022-06-13 00:51:47
364,Puerto Penasco,MX,31.3167,-113.5333,84.9,72,0,9.64,clear sky,2022-06-13 00:51:47
365,Ntcheu,MW,-14.8203,34.6359,51.42,86,0,3.4,clear sky,2022-06-13 00:51:48
366,Abu Samrah,SY,35.3029,37.1841,67.21,73,0,15.93,clear sky,2022-06-13 00:51:48
367,Saint-Georges,GD,12.0564,-61.7485,82.08,74,20,16.11,few clouds,2022-06-13 00:51:48
368,Hithadhoo,MV,-0.6,73.0833,83.55,73,100,7.96,light rain,2022-06-13 00:51:49
369,Ryotsu,JP,38.0833,138.4333,61.59,74,31,8.21,scattered clouds,2022-06-13 00:51:49
370,Zhumadian,CN,32.9794,114.0294,80.96,48,100,5.91,overcast clouds,2022-06-13 00:51:49
371,Komsomolskiy,UZ,40.4272,71.7189,70.52,60,100,4.61,overcast clouds,2022-06-13 00:51:50
372,Jaru,BR,-10.4389,-62.4664,73.0,71,98,5.5,overcast clouds,2022-06-13 00:51:19
373,Sistranda,NO,63.7256,8.834,51.76,87,100,22.7,light rain,2022-06-13 00:51:50
374,Kashi,CN,39.4547,75.9797,70.81,32,20,8.95,few clouds,2022-06-13 00:51:50
375,Ngawen,ID,-7.0032,111.3129,78.71,83,100,3.56,overcast clouds,2022-06-13 00:51:51
376,Isangel,VU,-19.55,169.2667,84.31,84,75,6.91,broken clouds,2022-06-13 00:51:51
377,Coron,PH,11.9986,120.2043,84.16,75,18,5.08,few clouds,2022-06-13 00:51:51
378,Haines Junction,CA,60.7522,-137.5108,62.55,36,100,6.91,overcast clouds,2022-06-13 00:51:51
379,Benjamin Aceval,PY,-24.9667,-57.5667,46.6,66,0,3.8,clear sky,2022-06-13 00:51:52
380,Maputo,MZ,-25.9653,32.5892,59.23,82,0,5.75,clear sky,2022-06-13 00:50:33
381,Cabo San Lucas,MX,22.8909,-109.9124,84.51,36,0,19.57,clear sky,2022-06-13 00:48:44
382,Ciudad Bolivar,VE,8.1222,-63.5497,76.35,87,100,3.91,overcast clouds,2022-06-13 00:51:52
383,Atar,MR,20.5169,-13.0499,94.87,9,5,6.22,clear sky,2022-06-13 00:51:52
384,Oksfjord,NO,70.2396,22.3479,43.0,84,82,4.61,broken clouds,2022-06-13 00:51:53
385,Redmond,US,47.674,-122.1215,59.59,74,100,5.99,overcast clouds,2022-06-13 00:50:57
386,Oranjemund,NA,-28.55,16.4333,58.91,59,100,6.87,overcast clouds,2022-06-13 00:51:53
387,Yumen,CN,40.2833,97.2,74.82,9,0,10.69,clear sky,2022-06-13 00:51:53
388,Kaffrine,SN,14.1059,-15.5508,79.34,69,100,12.39,overcast clouds,2022-06-13 00:51:54
389,Charters Towers,AU,-20.1,146.2667,62.46,35,0,9.55,clear sky,2022-06-13 00:51:54
390,Nyurba,RU,63.2842,118.3319,60.89,52,58,7.49,broken clouds,2022-06-13 00:51:54
391,Mariental,NA,-24.6333,17.9667,56.8,42,2,10.04,clear sky,2022-06-13 00:51:55
392,Dali,CN,25.7,100.1833,67.14,80,100,3.53,overcast clouds,2022-06-13 00:51:55
393,Andenes,NO,69.3143,16.1194,44.58,87,100,14.97,overcast clouds,2022-06-13 00:51:55
394,Fomboni,KM,-12.28,43.7425,79.57,66,5,15.55,clear sky,2022-06-13 00:51:55
395,Vung Tau,VN,10.346,107.0843,82.36,77,30,4.5,scattered clouds,2022-06-13 00:51:56
396,Fria,GN,10.4167,-13.5833,72.21,97,100,1.3,moderate rain,2022-06-13 00:51:56
397,Isilkul,RU,54.9109,71.2728,58.3,82,100,5.7,overcast clouds,2022-06-13 00:51:56
398,San Fernando,PH,15.0286,120.6898,87.53,66,95,4.12,overcast clouds,2022-06-13 00:50:53
399,Kristiansund,NO,63.1115,7.732,53.65,82,100,9.22,light intensity drizzle,2022-06-13 00:51:57
400,Lazaro Cardenas,MX,17.9583,-102.2,83.73,69,2,5.77,clear sky,2022-06-13 00:51:57
401,Taxisco,GT,14.0708,-90.4631,79.88,92,100,0.16,overcast clouds,2022-06-13 00:51:57
402,Hassleholm,SE,56.1591,13.7664,51.58,98,13,5.14,few clouds,2022-06-13 00:51:58
403,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,64.99,34,40,11.18,scattered clouds,2022-06-13 00:51:58
404,Kuruman,ZA,-27.4524,23.4325,50.99,52,4,8.66,clear sky,2022-06-13 00:51:58
405,Robe,AU,-37.1833,139.75,54.97,72,100,6.93,overcast clouds,2022-06-13 00:51:58
406,Totskoye,RU,52.5248,52.7623,50.76,81,100,7.38,overcast clouds,2022-06-13 00:51:59
407,Osakarovka,KZ,50.565,72.5692,65.5,57,6,10.74,clear sky,2022-06-13 00:51:59
408,Evensk,RU,61.95,159.2333,44.56,82,100,6.04,overcast clouds,2022-06-13 00:51:59
409,Port Shepstone,ZA,-30.7414,30.455,62.8,46,5,6.26,clear sky,2022-06-13 00:52:00
410,Coffs Harbour,AU,-30.3,153.1333,62.56,42,58,11.5,broken clouds,2022-06-13 00:52:00
411,Seredka,RU,58.1584,28.1858,60.55,84,100,6.71,overcast clouds,2022-06-13 00:52:00
412,Wahiawa,US,21.5028,-158.0236,84.52,64,100,14.97,overcast clouds,2022-06-13 00:52:01
413,Rio Claro,BR,-22.4114,-47.5614,53.26,48,100,2.62,overcast clouds,2022-06-13 00:47:46
414,Tignere,CM,7.3667,12.65,62.8,93,100,1.68,overcast clouds,2022-06-13 00:52:01
415,Tlachichuca,MX,19.1,-97.4167,56.61,72,100,8.84,overcast clouds,2022-06-13 00:52:01
416,Pokaran,IN,26.9167,71.9167,84.76,58,1,9.01,clear sky,2022-06-13 00:52:01
417,Belaya Gora,RU,68.5333,146.4167,70.56,27,6,15.21,clear sky,2022-06-13 00:52:02
418,Udimskiy,RU,61.1417,45.9144,46.58,71,50,3.44,scattered clouds,2022-06-13 00:52:02
419,Nouakchott,MR,18.0858,-15.9785,73.33,83,18,13.42,few clouds,2022-06-13 00:49:42
420,Toora-Khem,RU,52.4675,96.11,70.43,58,100,0.81,overcast clouds,2022-06-13 00:52:02
421,Concordia,AR,-31.393,-58.0209,45.79,94,0,3.53,clear sky,2022-06-13 00:48:31
422,Henties Bay,NA,-22.116,14.2845,60.89,74,0,5.41,clear sky,2022-06-13 00:52:03
423,Teya,RU,60.3778,92.6267,66.87,70,47,3.27,light rain,2022-06-13 00:52:03
424,Muncar,ID,-8.4333,114.3333,81.0,83,100,8.59,overcast clouds,2022-06-13 00:52:03
425,Ixtapa,MX,20.7,-105.2,85.23,79,100,7.0,overcast clouds,2022-06-13 00:52:04
426,Vitry-Le-Francois,FR,48.7333,4.5833,57.61,84,0,6.15,clear sky,2022-06-13 00:48:18
427,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,88,75,15.93,broken clouds,2022-06-13 00:52:04
428,Vilkija,LT,55.05,23.5833,53.53,87,100,4.12,overcast clouds,2022-06-13 00:52:04
429,Hanstholm,DK,57.1167,8.6167,52.54,78,97,16.44,overcast clouds,2022-06-13 00:52:05
430,Areosa,PT,41.7178,-8.8571,68.22,85,30,3.13,scattered clouds,2022-06-13 00:52:05
431,Borovskiy,RU,57.041,65.7202,54.0,97,100,6.4,overcast clouds,2022-06-13 00:52:05
432,Tanout,NE,14.9709,8.8879,82.33,52,50,16.64,scattered clouds,2022-06-13 00:52:06
433,Youkounkoun,GN,12.5333,-13.1333,75.09,86,100,3.24,moderate rain,2022-06-13 00:52:06
434,Poykovskiy,RU,61.2333,73.3333,59.29,93,75,6.71,broken clouds,2022-06-13 00:52:06
435,Puerto Quijarro,BO,-17.7833,-57.7667,52.95,40,1,3.76,clear sky,2022-06-13 00:52:06
436,Laja,CL,-37.2667,-72.7,43.48,95,76,3.29,broken clouds,2022-06-13 00:52:07
437,Roma,US,43.2128,-75.4557,67.73,94,100,6.91,overcast clouds,2022-06-13 00:49:03
438,Yenagoa,NG,4.9247,6.2642,75.22,96,100,3.27,light rain,2022-06-13 00:52:07
439,Tongliao,CN,43.6125,122.2653,64.87,78,100,17.94,light rain,2022-06-13 00:52:07
440,Grindavik,IS,63.8424,-22.4338,48.15,93,100,14.97,light intensity drizzle,2022-06-13 00:52:08
441,Alvorada,BR,-12.48,-49.1247,77.88,47,65,2.17,broken clouds,2022-06-13 00:52:08
442,Alta,NO,69.9689,23.2717,42.19,78,19,3.44,few clouds,2022-06-13 00:52:08
443,Kita,ML,13.0349,-9.4895,88.41,42,100,2.86,overcast clouds,2022-06-13 00:52:09
444,Kaitong,CN,44.8135,123.15,70.14,65,88,17.54,overcast clouds,2022-06-13 00:52:09
445,Najran,SA,17.4924,44.1277,75.85,23,100,7.07,overcast clouds,2022-06-13 00:52:09
446,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,88,9,4.76,clear sky,2022-06-13 00:52:09
447,Manavalakurichi,IN,8.1333,77.3,78.53,80,99,12.8,overcast clouds,2022-06-13 00:52:10
448,Lancaster,US,40.2504,-76.2499,72.55,89,100,4.0,overcast clouds,2022-06-13 00:48:28
449,Campbell River,CA,50.0163,-125.2446,65.59,45,75,10.36,broken clouds,2022-06-13 00:50:03
450,Bambanglipuro,ID,-7.95,110.2833,78.22,83,100,2.57,overcast clouds,2022-06-13 00:52:10
451,Atagay,RU,55.1033,99.3875,73.44,60,100,2.3,overcast clouds,2022-06-13 00:52:10
452,Zemio,CF,5.0314,25.1361,67.77,98,100,2.89,overcast clouds,2022-06-13 00:52:11
453,Pangnirtung,CA,66.1451,-65.7125,30.49,90,76,0.4,broken clouds,2022-06-13 00:52:11
454,Songjianghe,CN,42.1859,127.479,69.6,49,100,5.48,overcast clouds,2022-06-13 00:52:11
455,Bandundu,CD,-3.3167,17.3667,73.4,52,93,3.56,overcast clouds,2022-06-13 00:52:12
456,Zhanaozen,KZ,43.3,52.8,73.72,32,100,9.19,overcast clouds,2022-06-13 00:52:12
457,Sunnyside,US,46.3237,-120.0087,57.0,88,100,9.22,moderate rain,2022-06-13 00:52:12
458,Winnemucca,US,40.973,-117.7357,71.65,37,100,28.77,haze,2022-06-13 00:51:40
459,Thinadhoo,MV,0.5333,72.9333,83.79,72,99,7.81,overcast clouds,2022-06-13 00:52:13
460,Arawa,PG,-6.2132,155.5367,86.92,62,25,5.32,scattered clouds,2022-06-13 00:52:13
